,idx,smiles,set
7363,1336,CC1=C(C(=NO1)C2=CC=C(O2)[N+](=O)[O-])C(=O)N(C)C,train
7364,8409,CC(C)(C)C1=CC=C(C=C1)OCCO,train
7365,6984,C1=CC=C2C(=C1)C=CC3=C2C4=CC=CC=C4S3,train
7366,747,CNCC(C(=O)O)N,train
7367,6946,CC1=CC(=C(C=C1)CCNN)C,train
7368,12371,CN(C)CCCC#N,train
7369,11286,CCOC(=O)C(=O)C(C#N)C1=CC=CC=C1,train
7370,14049,C1=CC2=C(C=C3C(=C2C=C1[N+](=O)[O-])N=NO3)S(=O)(=O)O,train
7371,12847,CC(=CCO)C#C,train
7372,13018,COC1C(C(C(C(O1)CO[N+](=O)[O-])O[N+](=O)[O-])O[N+](=O)[O-])O[N+](=O)[O-],train
7373,7314,C1CCCC(=O)CCC1,train
7374,11097,C(C(C(=O)O)N)N(N=O)O,train
7375,14699,CCOC(CN)OCC,train
7376,6468,CCC=C,train
7377,3691,COC1=C2C3=C(C(CC3)O)C(=O)OC2=C4C(=C1)OC5C4(C=CO5)O,train
7378,4017,CCCC(=CCC)C1(C(=O)NC(=O)NC1=O)CC,train
7379,1977,CCNC1=NC(=NC(=N1)N)C,train
7380,6705,CCC(C)C(=O)O,train
7381,12162,C1C2=CC=CC=C2C(C3=CC=CC=C3S1)CN,train
7382,14094,C1CCC2(CC1)OOC3(CCCCC3)OO2,train
7383,4490,C(CC(=O)O)CC(=O)O,train
7384,916,CC(=O)CSC(=S)N(C)C,train
7385,975,CN1CCCCC1C2=CN=CC=C2,train
7386,875,COC(=O)CCC([N+](=O)[O-])[N+](=O)[O-],train
7387,13209,CCC(CC1=CC=CC=C1)C(=O)OCC,train
7388,3842,CC(=C)CC1(C(=O)NC(=O)NC1=O)C2CCCC2,train
7389,2830,CNCC(CC1=CNC2=CC=CC=C21)N,train
7390,2899,COC1=C(C2=C3C(CC4=CC=CC=C42)NCCC3=C1)OC,train
7391,2608,CC1CCCC12CSCCO2,train
7392,918,C1CCN(C1)CN2C3=CC=CC=C3N=N2,train
7393,12147,CC1=CC=CC=C1OCC(COC(=O)NC)O,train
7394,2375,COC1=CC=CC(=C1OC)C=C(C#N)C#N,train
7395,8327,CCC(CO)(CO)COCC=C,train
7396,12051,COC1=C(C=C(C=C1)N=C=S)N=C=S,train
7397,2427,COC1=CC=CC(=C1C#N)[N+](=O)[O-],train
7398,14355,CC(C)(C)C1=NC(=CC=C1)C(C)(C)C,train
7399,12605,CC(C)C1=CC=CC=C1SCC2=NCCN2,train
7400,3410,CCN1C2=C(CCCC2)C3=C1C(=CC=C3)N,train
7401,9493,COC(=O)COC1=CC=CC=C1,train
7402,8594,C=CCS,train
7403,4367,C1CC(=O)NC1C(=O)O,train
7404,1768,CCC1=CC=CC=C1C(=O)O,train
7405,12484,CCNCC1=CC=CO1,train
7406,6458,CCCCCC(=O)OC,train
7407,2507,CC(C)N1C(=O)CCO1,train
7408,4622,C(C1C(C(C(O1)O)O)O)O,train
7409,7336,C1CSCN1,train
7410,8483,CC1=CC(=CC(=C1O)O)O,train
7411,2044,CCOC1=CC2=C(C=C1)C=CC(=O)O2,train
7412,3726,CCN(CC)CCC1(OC2=CC=CC=C2O1)C,train
7413,12556,CN(C)C=NC1=CC=CC=C1C2=CC=CC=C2,train
7414,5928,C1=CC2=C(C=C(C=C2C=C1N)S(=O)(=O)O)O,train
7415,9048,C1=CC=C(C=C1)C2(C(=O)N(C(=O)N2)N)C3=CC=CC=C3,train
7416,4696,C1=CC=C2C(=C1)C(=CN2)CCN,train
7417,3590,C1=CC2=C(C=C1N)N=C(O2)N,train
7418,7113,CC(C(C1=CC=C(C=C1)O)O)NC,train
7419,3553,CCC(C1=CC=CC=C1OC(=O)NC)N(C)C,train
7420,2983,CC1C(C(=O)C=C1C)C,train
7421,8972,C(C(C(=O)O)O)(C(=O)O)N,train
7422,14801,CC(=O)CC(=O)NC(=O)N,train
7423,428,CC1(CCCC2(C1CCC3=C2C=C(C=C3)O)C)C,train
7424,9023,CC(=CCC1=CC=C(C=C1)O)C,train
7425,3637,C(C(=O)O)N=NCC(=O)O,train
7426,15357,CC(C(=O)O)(O)P(=O)(C(C)(C(=O)O)O)O,train
7427,15104,C1CCN(C1)C2=CC=C(C=C2)O,train
7428,13142,CCC(C(=O)C)S,train
7429,3114,CN(C)CC1=CC2=C3N1C4=CC=CC=C4CCC3=CC=C2,train
7430,4299,CC(CC(=O)CC(=O)O)N,train
7431,14472,CCCOC(=O)C1=CC=CC=C1O,train
7432,13942,C1CCC(CC1)NCCS(=O)(=O)O,train
7433,8851,COC1=NC(=NC(=O)N1)OC,train
7434,185,COC1=CC(=CC(=C1OC)OC)CC#N,train
7435,5258,CC(CCCC(C)(C)OC)CC=CC(=CC(=O)O)C,train
7436,5732,CCC(C)(S(=O)(=O)CC)S(=O)(=O)CC,train
7437,3596,CC(C)N(C)C(C)(C)C(=O)C,train
7438,9930,CCN(CC)C(=O)SCC,train
7439,6585,CNCCN,train
7440,1733,CC(C)C(CCN(C)C)C1=CC=CC2=CC=CC=C21,train
7441,13342,C1C2CC3CC1CC(C2)(C3=O)CC(=O)N,train
7442,4467,C(C(C(C(=O)O)O)O)OP(=O)(O)O,train
7443,7106,CN1CCC23C=CC(CC2OC4=C(C=CC(=C34)C1)OC)O,train
7444,4437,C1C(C(OC1OP(=O)(O)O)CO)O,train
7445,8585,CCCC(C)C1C(=O)NC(=O)N(C1=O)C2CCCCC2,train
7446,5348,C1C(CN(C1=O)CC(=O)N)O,train
7447,1910,C1C(=O)NC(=O)N1OCC2=CC=CC=C2,train
7448,863,CNCCCN1C2CCCCC2CC3=CC=CC=C31,train
7449,6807,CC(=O)OC(=C(C(=O)OC)OC(=O)C)C(=O)OC,train
7450,435,CN(CO)C(=O)OC1=CC=CC2=CC=CC=C21,train
7451,6403,CCC1=CC=C(C=C1)CC,train
7452,1309,CNCC(C1=CC(=C(C(=C1)OC)O)OC)O,train
7453,2905,CC1=C(C(=C(C=C1)C)CC(=O)C=C)C,train
7454,9520,CC1=CC2=C(C=C(C=C2C=C1)C)C,train
7455,2056,COP(=O)(O)OC1=CC=C(C=C1)C#N,train
7456,13766,CCC1=CN(C(=O)NC1=O)C2CC(C(O2)CO)O,train
7457,11030,CC(C)C1(OCC(O1)CO)C(C)(C)C,train
7458,13805,CC(=O)NC1=C(C=CC2=CC=CC=C21)OC,train
7459,14764,CC1=NC(=CN1CCO)[N+](=O)[O-],train
7460,11780,CCCCC=CCCOC(=O)C,train
7461,12946,CC(=O)OCC1=CCC2CC1C2(C)C,train
7462,16240,CCC1=CC(=C(C(=C1N)C)N)CC,train
7463,5724,CCC(C)(C)O,train
7464,6179,CN(C)C(=S)SC(=S)N(C)C,train
7465,7474,C1=CC=C(C=C1)OCC(CO)O,train
7466,16084,CCSC1=CC=CC(=C1)N,train
7467,10815,COC1=CC=CC(=C1)CN,train
7468,3065,CCCCOCC(=O)O,train
7469,5720,CC(C)(C)S,train
7470,14265,C1=CN(C=N1)C(=O)N2C=CN=C2,train
7471,6802,CN1C2C(=NC=N2)C(=O)N(C1=O)C,train
7472,1485,CC1(C2CCC1(C(C2)N)C)C,train
7473,15133,CCOC(=O)CCC(=O)O,train
7474,2924,CC(C)(C)C(C)(C)CC1=CC=C(C=C1)O,train
7475,376,CC(=N)OC,train
7476,15395,CCOCCOC(=O)C(=C)C,train
7477,15600,C1C(=O)NC(=O)N1N,train
7478,5725,CC(C)(C#N)O,train
7479,13556,CC1=C(N=C(N1)C2=CC=CC=C2)CC#N,train
7480,14491,CC1=CC(=C(C=C1C)[N+](=O)[O-])C,train
7481,10835,CC1CC(OC1=O)C,train
7482,4076,CC(CNC1=CC=CC=C1)NN,train
7483,2262,C=CC(=O)NC1=CC=C(C=C1)O,train
7484,6150,CCC(C)C=O,train
7485,618,CC(C)N(CCOC(=O)C(=C)C)C(C)C,train
7486,3116,COC1=CC2=C(C=C1)OCC(=C2)C=O,train
7487,2186,CC1=CC=CC=C1C2=CC=C(C=C2)[N+](=O)[O-],train
7488,10847,CC1=CC(=C(C=C1C(C)C)C(C)C)C,train
7489,12189,C1CC2=C3C1=CC=CC3=CC(=C2)C#N,train
7490,3453,CC1CC(CC(C1)(C#C)OC(=O)N)C,train
7491,12574,CC(C)NC1CCC2C1C2,train
7492,6144,CC1C(=O)OC(C(=O)O1)C,train
7493,7502,CC1=CSC(=N1)C,train
7494,7827,CCC(CO)(CO)[N+](=O)[O-],train
7495,14921,CC1=C(C=CC(=C1)O)C(=O)C,train
7496,2706,CC1=CC=C(C2=CC=CC=C12)NC(=O)C,train
7497,13620,C1CN(CCN1)C2=C3C(=CC=C2)OCCO3,train
7498,10418,CC(C)CCC(C)C(C)C,train
7499,8654,CC(=CC(=O)OC)C,train
7500,12761,COC1=C(C=CC(=C1)N)OC2CCCC2,train
7501,5083,CC(CC1=CC=C(C=C1)O)(C(=O)O)N,train
7502,13648,CSC1=CC=C(C=C1)N,train
7503,9459,COC1=CC=C(C=C1)CNN,train
7504,2570,CCCCCC1C2C1CCCC2,train
7505,7881,C1=CC=C2C(=C1)C(=O)C3=C(C2=O)C=C(C=C3)O,train
7506,4921,CN(C)C1=NC(=NC(=N1)N(C)C)N(C)C,train
7507,13016,CC(=O)C1=C2CCC(C2=CC(=C1)C(C)(C)C)(C)C,train
7508,5841,C1=CC=C2C(=C1)C=CC(=C2N)S(=O)(=O)O,train
7509,3326,CC(CC1=CC=CC=C1)N=CN(C)C,train
7510,8738,C1=CC=C2C(=C1)C=C(C3=CC=CC=C23)N,train
7511,15540,CC(C)(C)SSC(=S)N(C)C,train
7512,7763,CC1(CCCCC1)O,train
7513,1917,C1CCN(CC1)CC(=O)C2=CNC3=CC=CC=C32,train
7514,9749,CC1CCC(C1)C,train
7515,7095,CCCCN(CCCC)C(=N)N,train
7516,7357,CCS(=O)(=O)CCO,train
7517,3994,CCC(C)C1(C(=O)NC(=O)N(C1=O)C)CC,train
7518,9397,CC1=CC(=C(C(=C1)C(C)(C)C)O)C,train
7519,10745,CC(C)OC1=CC=CC=C1O,train
7520,8690,C1CC2CCC1C=C2,train
7521,4178,C1=CC(=CC(=C1)O)C=O,train
7522,6762,C1OC2=C(O1)C=C(C=C2)C=O,train
7523,9794,CC1=CC(=CC(=C1)OC(=O)NC)C(C)C,train
7524,10127,CCC(=C)C=C,train
7525,7090,CC(=O)OCC1=CC2=C(C=C1)OCO2,train
7526,8791,C1=CC=C2C(=C1)C3=CC=CC=C3S2(=O)=O,train
7527,7559,CC(C(C1=CC=C(C=C1)O)O)N,train
7528,1714,CCNC1=NC(=NC(=N1)C)NCC(C)C,train
7529,2851,C1=CC=C(C=C1)C(C2=CC=CC=C2)C3=C(NC4=C3C=C(C=C4)O)C(=O)O,train
7530,12211,CC#CC1=CN(C(=O)NC1=O)C2C(C(C(O2)CO)O)O,train
7531,12458,CC1CNC2=CC(=C3C=CC4=CC=CC=C4C3=C12)O,train
7532,1517,C1CC2=C(C1)C(=CC=C2)OCC(=O)O,train
7533,13137,CC=CC=C,train
7534,5575,CC12CCC3C(C1CCC2(C#C)O)CCC4=CCCCC34,train
7535,10612,C1=CC=C2C(=C1)C=CC(=C2C3=C(C=CC4=CC=CC=C43)N)N,train
7536,867,C1=CC=C(C(=C1)CO)C2=CC=CC=C2C(=O)O,train
7537,147,C1=CC2=C3C(=C1)C4=C(C3=CC=C2)C=C(C=C4)[N+](=O)[O-],train
7538,15563,CC(C)N(C(C)C)C(=S)S,train
7539,9258,C1CCC(C1)C2CCCC2,train
7540,7284,CC(CC(=O)O)C(=O)O,train
7541,12080,C1=COC(=C1)C2=CSC(=N2)NC=O,train
7542,15808,COC1=CC=CC(=C1)C#N,train
7543,4033,CC(C)CCC1(C(=O)NC(=O)NC1=O)C=C,train
7544,10208,CC1=CC(=CC(=N1)C)OC(=O)N(C)C,train
7545,15565,C1C(=NN(C1=O)C2=CC=CC=C2)C(=O)NN,train
7546,2059,CCCCC(C)C(C)O,train
7547,2306,C1CC2=C3C(=C4CCCC5=C4C6=C(C=C5)C=CC(=C36)C=C2)C1,train
7548,7799,CC(=O)OCN=[N+](C)[O-],train
7549,13982,CC(=O)NC1=C(C=CC2=CC=CC=C21)O,train
7550,7786,CC(C)CCC(C)C,train
7551,15698,CC1=C(C2=CC=CC=C2N1)C=O,train
7552,15453,CC(C)NCC(COC1=CC=CC2=C1C=CC2)O,train
7553,1955,CC(C)NC1=NC(=NC(=N1)SC#N)NC(C)C,train
7554,1116,C1CCC2CC3C(O3)CC2C1,train
7555,9314,CC1=NC(=NC=N1)C,train
7556,15511,C1=CC=C2C(=C1)C(=O)NC3=CC=CC=C3O2,train
7557,6502,C(C#N)C(=O)N,train
7558,8884,C(CO)N(CCO)N=O,train
7559,14865,C=CCCCCO,train
7560,5399,C1CNCCC1S(=O)(=O)O,train
7561,4232,CC(C(C(=O)O)N)O,train
7562,13283,C1=CC=C2C(=C1)C(=O)N(C=N2)N,train
7563,2797,CCC(CN(C)C)C(=O)C1=CC=CC=C1,train
7564,5121,CC1=C(NC(=C1C(=O)C2=CC=CC=C2CC3=CC=CC=C3)C)C,train
7565,8911,CC1=CC(=NC=C1C)C,train
7566,7446,C1CCC(=O)C(C1)O,train
7567,697,C1OC2=C(O1)C=C(C=C2)CN=C(N)N,train
7568,12276,CC(=C)C1CC(C2(CC(=O)OC2C1)C)O,train
7569,4945,CC(=O)C1=CC(=C(C=C1)O)OC,train
7570,12442,CCOC1=CC=CC=C1N(CC(=O)N(C)C)C(=O)C,train
7571,11942,CCC(=O)N1C=CC2=CC=CC=C21,train
7572,766,CCCC1C(O1)(C)C,train
7573,1931,CC(=O)CC1=NC(=NC(=N1)N)N,train
7574,15817,CCC1=NC=CC(=C1)C#N,train
7575,6867,CCN(CCO)CCO,train
7576,14862,CCOCC(=O)OCC,train
7577,10850,CCC(CC=C)C=O,train
7578,896,CN(C)C(C1=CC=CC=C1)(C2=CC=CC=C2)N(C)C,train
7579,864,CCC(CC)(C#N)C(=O)N,train
7580,5987,CCC(C)C1=CC=CC=C1O,train
7581,12332,CCC1C(C2=CC=CC=C2O1)CN,train
7582,13031,CSC(=O)C1=CC=CO1,train
7583,10134,CC(=NNC(=O)C1=CC=CC=C1)C,train
7584,11583,CC(=O)NC1C(C(C(OC1O)CO)O)O,train
7585,15419,C1COCCN1C(=N)N=C(N)N,train
7586,2840,C1CC2C=CC1C2O,train
7587,8103,C1=COC(=C1)C=CC=O,train
7588,7693,C=CCOC(=O)C1=CC=CC=C1,train
7589,15295,C1=C(NC=NC1=O)N,train
7590,11004,C1CSC(S1)C2=CC=CC=C2,train
7591,14215,C1=C(OC=C(C1=O)O)C(=O)O,train
7592,11699,CC(C)CC(C)CC(CC(C)C)OCCO,train
7593,14399,CNC1CCC2=C(C1)SC=N2,train
7594,1715,CC1=NC(=NC(=N1)NC(C)C)NCC(C)C,train
7595,12341,CC(C)COC=CC=O,train
7596,13797,C1=CC=C(C(=C1)C(=O)OCCO)C(=O)OCCO,train
7597,1362,C1CSC(S1)C2=CC(=CC=C2)[N+](=O)[O-],train
7598,14673,C1=CSC(=C1)CO,train
7599,8304,COC(=O)N1CC1,train
7600,14158,CCC1(C(=O)NC(=O)N(C1=O)CC)CC,train
7601,11725,CCC(C1=CC=C(C=C1)C)C(=O)O,train
7602,8750,CCN(CC)CCC1=NOC(=C1)C,train
7603,1249,C1CCNC1,train
7604,9847,C1=CC=C(C=C1)C2(C(=O)NC(=O)N2)C3=CC=C(C=C3)O,train
7605,14939,COC(=O)C1=CC2=CC=CC=C2C=C1O,train
7606,7058,C1COCCOCCOCCO1,train
7607,10055,C1CC=C(C1)O,train
7608,9334,C1=CC=C(C=C1)OCCN,train
7609,6778,CCN(CC)CC,train
7610,9109,CC12COP(OC1)OC2,train
7611,8134,CC=CC,train
7612,15842,C1C(=O)N(C(=S)S1)C2=CC=CC=C2,train
7613,5824,CC(C)(C1=CC=CC=C1)OOC(C)(C)C2=CC=CC=C2,train
7614,12835,C1=CC(=C(C=C1S(=O)(=O)O)N)S(=O)(=O)O,train
7615,6595,C=COC=C,train
7616,3171,CC1(C2CCC1(C(C2)O)CN3CCCC3)C,train
7617,9472,CC1=C(C(=CC=C1)C)C=C,train
7618,13235,CCCCC1CCCCC(=O)O1,train
7619,5493,CC1(CC(CC(N1O)(C)C)O)C,train
7620,629,CCCC(C)(C)C(C)C,train
7621,13752,C=CCOC(=O)C1=CC=CC=C1O,train
7622,2743,CC(C)(C)NCCCN,train
7623,1571,CC1CC=C(C(=C1C)C)C,train
7624,1223,CC(=O)OC1=CC=CC=C1,train
7625,544,CNC1=NC(=NC(=N1)N(C)C)NC,train
7626,15138,C1COP(O1)OCCO,train
7627,9369,CCC(=O)C1=CC(=C(C=C1)OC)OC,train
7628,1936,CCNC1=NC(=NC(=N1)C=[N+]=[N-])NCC,train
7629,5786,CC(=C)C=C,train
7630,11865,CCN(CC)CCN1C=CC2=CC=CC=C21,train
7631,6061,C1=CC=C(C=C1)C2=CC=C(C=C2)O,train
7632,4962,CCC1(C(=O)NC(=O)NC1=O)CC,train
7633,13445,C1=CC=C(C=C1)S(=O)(=O)C2=CC=CC=C2[N+](=O)[O-],train
7634,5019,CC1OC2(CN3CCC2CC3)CS1,train
7635,11666,CC(CN(CC(C)O)CC(C)O)O,train
7636,11510,C1(C(C(C(C(C1O[N+](=O)[O-])O[N+](=O)[O-])O[N+](=O)[O-])O[N+](=O)[O-])O[N+](=O)[O-])O[N+](=O)[O-],train
7637,2048,C1CC2CC3CC1CC(C2)(C3)O,train
7638,13768,CC12CCC3C(C1CCC2(C#C)O)CCC4=CC(=O)CCC34,train
7639,13793,C1=CC2=C(C=CC(=C2C(=C1)O)O)S(=O)(=O)O,train
7640,4508,CC1=NC=C(C(=N1)N)CO,train
7641,10852,CC1=CN=C(N1)[N+](=O)[O-],train
7642,11558,CCN(CCOC1=CC=CC=C1)C(=O)C,train
7643,4443,CC(=O)C(C(COP(=O)(O)O)O)O,train
7644,13547,CC1(OCC2C(O1)C3C(O2)(OC(O3)(C)C)C(=O)O)C,train
7645,13203,CCC(CN1CCOCC1)[N+](=O)[O-],train
7646,4805,C(CN)C#N,train
7647,5422,CN1CCC2=C3C1CC4=C(C3=CC(=C2)O)C(=C(C=C4)O)O,train
7648,10591,C1=C(C=C(C(=CC1=O)O)O)C(=O)O,train
7649,12036,CC1=CC2=NC3=C(N2C=C1)N=C(C=C3)N,train
7650,6225,CN(C)C1=CC(=CC=C1)O,train
7651,11768,CC=C(C)C,train
7652,14718,CP(=O)(C)C,train
7653,13842,C1C(=NN(C1=O)C2=CC=CC(=C2)N)C(=O)O,train
7654,8165,CC(CC(C)O)O,train
7655,525,CCCCN(C=O)N,train
7656,12737,CCN(C)CC(C1=CC(=CC=C1)N)O,train
7657,6157,C1CCC(C1)O,train
7658,9755,CC(=O)CCC1=CC=CC=C1,train
7659,3402,CCN1C2=C(CCCC2)C3=C1C=CC(=C3)N,train
7660,2332,CC1=NC(=C(N1C)OC)[N+](=O)[O-],train
7661,3723,COCC(OC)OC,train
7662,9640,COC1=CC(=O)C2=CC=CC=C2C1=O,train
7663,8571,CC1=C2C(=CC=C1)C=CC3=CC=CC=C32,train
7664,4917,CC(CCCN)(C(=O)O)N,train
7665,10635,C1C(O1)C#N,train
7666,7262,CCC(C1CCCCN1)O,train
7667,14893,C1=CC=C2C(=C1)C3=CC=CC=C3C2=[N+]=[N-],train
7668,11826,CCCC(CCC)(CCC)OCCO,train
7669,10386,CC(=O)C1=CC(=C(C(=C1)OC)O)O,train
7670,15354,C1=C(NC=N1)CC(C(=O)O)N,train
7671,6065,C1=CC=C2C(=C1)NC3=CC=CC=C3S2,train
7672,74,CC(C)OC(=O)C1=CCCN(C1)C,train
7673,1710,C1CCC2(CC1)OCC(O2)COC(=O)N,train
7674,1986,CCC1=NC(=O)N=C(N1)N,train
7675,9031,COC(=O)CNC(=O)C1=CC=CC=C1,train
7676,10016,CCC(C)(C)COC(=O)N,train
7677,10836,CCSC(C)C,train
7678,4807,C1=CN(C(=O)C=C1N)C2C(C(C(O2)CO)O)O,train
7679,10868,C1=CC=C2C(=C1)C=CC=C2OC(=O)NCO,train
7680,1037,CC(COC(C)COC(C)COC)O,train
7681,3760,CCCCOC(=O)NCSCNC(=O)OC1=CC=CC(=C1)C(C)C,train
7682,15708,C1=C2C(=C(C(=C1O)O)O)C3C(C(C(C(O3)CO)O)O)OC2=O,train
7683,11302,COC1=CC=CC2=C1C(=O)C3=C(C2=O)C(=CC=C3)OC,train
7684,12848,C1CCCCCC(=O)OCCOC(=O)CCCCC1,train
7685,15818,CC1=CN=C2C(=C1C)C=CC=C2[N+](=O)[O-],train
7686,2389,C(C(C(=O)NN)NC(=O)N)C(=O)NN,train
7687,2678,CN(CO)C(=S)S,train
7688,13215,CCC(C(=O)C)O,train
7689,8478,C1CC(OC1)CCCO,train
7690,14501,CC(C)C(=O)C1=CC=CC=C1,train
7691,11228,CC1=CC(=C(C=C1N(C)C)O)N=O,train
7692,10820,CC1=CC2=CC=CC=C2C=C1N,train
7693,1406,CN1C2=C(CCCC2)C3=C1CCCC3,train
7694,6964,C1CCCC2(CC1)OCCS2,train
7695,2448,CC(C)(C)C(=NOC(=O)NC)CS(=O)(=O)C,train
7696,10688,C1=CC=C(C=C1)COS(=O)(=O)O,train
7697,11295,CC1CC(C2=CC=CC=C12)C3=CC=CC=C3,train
7698,1774,CCCC(C)C1(C(=O)N(C(=O)N(C1=O)C)C)CC,train
7699,8013,CC1=CC(=C(C=C1[N+](=O)[O-])[N+](=O)[O-])C,train
7700,12947,CCCCNC(=O)C,train
7701,6477,C(C#N)O,train
7702,13915,C1=CC(=C(C=C1S(=O)(=O)N)N)O,train
7703,6392,C1=CC=C(C=C1)C=CCOC=O,train
7704,6667,CC(=O)OCCOC(=O)C,train
7705,13738,CCOS(=O)OC,train
7706,8548,CC1(CC(=O)CC(N1)(C)C)C,train
7707,1086,CC1=C2C(=CC=C1)C3=CC=CC=C3S2,train
7708,2404,CC1=C(OC2=C(C1=O)C=CC(=C2CN(C)C)OC)C,train
7709,2097,CC(CC12CC3CC(C1)CC(C3)C2)NCCO,train
7710,6499,CCCC(=O)C,train
7711,3571,CC(C(C1=CC=C(C=C1)OC)O)N,train
7712,10433,CCC(C)CCC=C(C)C,train
7713,496,CCOC(=O)C1=NOC(=C1C(=O)C)C,train
7714,11047,CCN(CC)C(=O)C1CC=CCC1C(=O)O,train
7715,1957,CC(C)C1=NC=NC=N1,train
7716,11997,CC1=C(C2=C(N1)C=CC(=C2)OC)CCN,train
7717,12594,CC1C(C2CCN1CC2)OC(=O)C(C#CC(=C)C)(C(C)C)O,train
7718,11703,CCNC(=O)CC(=O)C,train
7719,4315,C(CC(CC(=O)O)N)CN,train
7720,5,C1=CC=C(C=C1)N(C2=CC=CC=C2)C(=N)N=C(N)N,train
7721,14852,CC(=O)C(C1=CC=CC=C1)C2=CC=CC=C2,train
7722,3056,CC1(CCCC2=CC=CC=C2C1)N,train
7723,14445,C1=CC(=C(C(=C1)[N+](=O)[O-])C(=O)O)C(=O)O,train
7724,5099,COC(=O)C=CC1=C(C=CC(=C1)O)O,train
7725,1812,C1CCCN(CC1)C2CSSC2,train
7726,8938,CC(=O)C1=CSC2=CC=CC=C21,train
7727,11916,CCSCC1(C(=O)NC(=O)NC1=O)C,train
7728,3297,CC(=O)NC1=CC=C(C=C1)C2C(O2)C3=CC=CC=C3,train
7729,11715,COC1=CC(=CC(=C1OC)OC)C(=S)N2CCC2,train
7730,15790,C1CC(C(C1N2C=NC3=C(N=CN=C32)N)O)O,train
7731,4216,C1CN=C2C(=N1)C=NC=N2,train
7732,3100,CC1(C(=O)CCC2C1(CCC(=O)C2)C)C,train
7733,3611,CC1(CCCC2=C1C=CC=C2OC)NC,train
7734,9101,C1CCC(C(C1)C2=CC=CC=C2)O,train
7735,6832,COC1=CC(=CC(=C1O)OC)C=O,train
7736,13748,CC(C1=CC=CC2=CC=CC=C21)N,train
7737,5458,CC(=O)NC(C(=O)O)C(C)(C)SN=O,train
7738,12635,CC1=CC(=CC(=N1)C)C(CCN(C)C)C2=CC=CC=C2,train
7739,15322,CC(=O)C1=C(C=CC(=C1)OC)OC,train
7740,9958,CC(=O)NCCCC(=O)O,train
7741,7556,CC(=O)C1=C(C=C(C=C1)OC)O,train
7742,2949,CC1(CC2=C(O1)C(=CC=C2)OC(=O)N(C)SN(C)C)C,train
7743,7212,C1C2CNCC1C3=CC=CC(=O)N3C2,train
7744,14370,CC1=CC(=C(C=C1)CN2C3=CC=CC=C3C(=N2)C(=O)O)C,train
7745,2530,CC1(SCCS1)C2=CC=C(C=C2)OC,train
7746,440,CCC(C1=CC2=CC=CC=C2C=C1)C(=O)O,train
7747,205,OP1(=O)OP(=O)(OP(=O)(OP(=O)(O1)O)O)O,train
7748,7944,CC1=CC=CC=C1C=C,train
7749,12087,CC1=C(C(=CC=C1)C)CNC2=NCCO2,train
7750,5040,C1CCCC(CC1)N,train
7751,2549,CN(C)CCC=C1C2CC3CC(C2)CC1C3,train
7752,472,C=C1CC(C1)C#N,train
7753,7016,C1=CC=C2C(=C1)C=CO2,train
7754,8064,C1=CC=C(C=C1)OC2=CC=C(C=C2)[N+](=O)[O-],train
7755,6879,C1CCC(C1)CCC(=O)O,train
7756,7301,C1=CC(=CN=C1)C=O,train
7757,15307,C1=CC=C(C(=C1)NC(=O)N)O,train
7758,14161,C1CCN(C1)CC2=CN=CC=C2,train
7759,14648,CCCN=C=S,train
7760,7022,C1OC2=CC=CC=C2O1,train
7761,15670,CN1C(=O)C2=CC=CC=C2N=N1,train
7762,3977,CCN(CC)CC1=C(C=CC=N1)OC(=O)N(C)C,train
7763,11743,CCCC(C)(C)SSCCN,train
7764,6628,CCCC=NO,train
7765,11534,CCCCCCC(C#C)O,train
7766,14379,CC1C(=O)NC2=C(C=C(C=C2)[N+](=O)[O-])C(=N1)C3=CC=CC=C3C,train
7767,1318,CC1(C2=CC=CC=C2N=C(O1)N)C,train
7768,11186,CC(C)COC(=O)NO,train
7769,5889,C1=CC2=C(C=CC=C2S(=O)(=O)O)C(=C1)N,train
7770,1763,COC1=C(C=C2C(=C1)C=CO2)CCN,train
7771,1755,CCC1=C(N=CC=C1)C,train
7772,14572,CCOC(=O)C1=CC(=CC=C1)[N+](=O)[O-],train
7773,12414,C1=CC=C(C=C1)C2=C(OC3=C2C4=CC=CC=C4C=C3)[N+](=O)[O-],train
7774,2218,CC1=C(C2=CC=CC=C2C=C1)OC(=O)NC,train
7775,15146,CC1=C(C=C[N+](=C1)[O-])[N+](=O)[O-],train
7776,7048,C1=CC=NN=C1,train
7777,1661,CN(CCO)N=O,train
7778,2100,CC(CCC12CC3CC(C1)CC(C3)C2)NC,train
7779,14898,CCN(CC)C1=C(C=C(C=C1)[N+](=O)[O-])[N+](=O)[O-],train
7780,11129,CNC1=CC=C(C=C1)OC,train
7781,743,CC1CC(=O)C=CC1(C)C,train
7782,6896,C(=NC(=O)N)(N)N,train
7783,1815,C1CCN=C(NC1)N[N+](=O)[O-],train
7784,2758,CC1(OC2=CC=CC=C2O1)CCN,train
7785,6357,CC(C)C(=O)OCC1=CC=CC=C1,train
7786,9389,COC(=O)C=CC1=CC=C(O1)[N+](=O)[O-],train
7787,7898,C1=CC=C(C(=C1)C2=CC=C(C=C2)[N+](=O)[O-])[N+](=O)[O-],train
7788,5140,C(CC(=O)NO)C(C(=O)O)N,train
7789,15274,CCC(CC)(CC)NCC,train
7790,11507,CC(CC1=CC=CC=C1)CC(=O)O,train
7791,13199,CCCC(C)S,train
7792,10573,CC1(C(O1)C(=O)N)C,train
